"ID";"RegioS";"Perioden";"WoningvoorraadBeginPeriode_1";"WoningvoorraadToevoegingTotaal_2";"WoningvoorraadToevoegingDoorNieuwbouw_3";"WoningvoorraadToevoegingAnderszins_4";"WoningvoorraadSaldoVermeerdering_14";"WoningvoorraadAdministratieveCorrectie_15";"WoningvoorraadEindePeriode_16"
"1352";"PV30  ";"2010KW03";"1028631";"1702";"1664";"38";"1483";"0";"1030114"
"1353";"PV30  ";"2010KW04";"1030114";"4272";"3997";"275";"3379";"-70";"1033423"
"1354";"PV30  ";"2010JJ00";"1026222";"8923";"8513";"410";"7271";"-70";"1033423"
"1355";"PV30  ";"2011KW01";"1033423";"1852";"1722";"130";"1664";"0";"1035087"
"1356";"PV30  ";"2011KW02";"1035087";"1787";"1679";"108";"1366";"0";"1036453"
"1357";"PV30  ";"2011KW03";"1036453";"1494";"1396";"98";"984";"0";"1037437"
"1358";"PV30  ";"2011KW04";"1037437";"5395";"5070";"325";"4850";"-516";"1041769"
"1359";"PV30  ";"2011JJ00";"1033423";"10528";"9867";"661";"8864";"-516";"1041771"
"1360";"PV31  ";"1995KW01";"447356";"1130";"1007";"123";"1061";"0";"448417"
"1361";"PV31  ";"1995KW02";"448417";"1903";"1787";"116";"1852";"0";"450269"
"1362";"PV31  ";"1995KW03";"450269";"1302";"1032";"270";"1163";"0";"451432"
"1363";"PV31  ";"1995KW04";"451432";"2168";"1946";"222";"1927";"-5";"453352"
"1364";"PV31  ";"1995JJ00";"447356";"6503";"5772";"731";"6003";"-5";"453352"
"1365";"PV31  ";"1996KW01";"453352";"564";"531";"33";"511";"0";"453863"
"1366";"PV31  ";"1996KW02";"453863";"1376";"1122";"254";"1212";"0";"455075"
"1367";"PV31  ";"1996KW03";"455075";"1249";"1183";"66";"1111";"0";"456186"
"1368";"PV31  ";"1996KW04";"456186";"2346";"2234";"112";"2255";"-13";"458428"
"1369";"PV31  ";"1996JJ00";"453352";"5535";"5070";"465";"5089";"-13";"458428"
"1370";"PV31  ";"1997KW01";"458428";"1001";"904";"97";"941";"0";"459369"
"1371";"PV31  ";"1997KW02";"459369";"1736";"1663";"73";"1673";"0";"461042"
"1372";"PV31  ";"1997KW03";"461042";"1400";"1355";"45";"1340";"0";"462382"
"1373";"PV31  ";"1997KW04";"462382";"2458";"2258";"200";"2163";"-269";"464276"
"1374";"PV31  ";"1997JJ00";"458428";"6595";"6180";"415";"6117";"-269";"464276"
"1375";"PV31  ";"1998KW01";"464276";"699";"650";"49";"632";"0";"464908"
"1376";"PV31  ";"1998KW02";"464908";"1037";"936";"101";"949";"0";"465857"
"1377";"PV31  ";"1998KW03";"465857";"966";"905";"61";"906";"0";"466763"
"1378";"PV31  ";"1998KW04";"466763";"1789";"1634";"155";"1597";"946";"469306"
"1379";"PV31  ";"1998JJ00";"464276";"4491";"4125";"366";"4084";"946";"469306"
"1380";"PV31  ";"1999KW01";"469306";"513";"461";"52";"448";"0";"469754"
"1381";"PV31  ";"1999KW02";"469754";"1049";"1010";"39";"359";"0";"470113"
"1382";"PV31  ";"1999KW03";"470113";"946";"903";"43";"797";"0";"470910"
"1383";"PV31  ";"1999KW04";"470910";"1849";"1773";"76";"1713";"-256";"472367"
"1384";"PV31  ";"1999JJ00";"469306";"4357";"4147";"210";"3317";"-256";"472367"
"1385";"PV31  ";"2000KW01";"472367";"671";"641";"30";"611";"0";"472978"
"1386";"PV31  ";"2000KW02";"472978";"693";"641";"52";"609";"0";"473587"
"1387";"PV31  ";"2000KW03";"473587";"668";"614";"54";"611";"0";"474198"
"1388";"PV31  ";"2000KW04";"474198";"1867";"1756";"111";"1729";"-99";"475828"
"1389";"PV31  ";"2000JJ00";"472367";"3899";"3652";"247";"3560";"-99";"475828"
"1390";"PV31  ";"2001KW01";"475828";"701";"670";"31";"660";"0";"476488"
"1391";"PV31  ";"2001KW02";"476488";"798";"726";"72";"654";"0";"477142"
"1392";"PV31  ";"2001KW03";"477142";"879";"839";"40";"757";"0";"477899"
"1393";"PV31  ";"2001KW04";"477899";"1917";"1711";"206";"1513";"-282";"479130"
"1394";"PV31  ";"2001JJ00";"475828";"4295";"3946";"349";"3584";"-282";"479130"
"1395";"PV31  ";"2002KW01";"479130";"437";"425";"12";"377";"0";"479507"
"1396";"PV31  ";"2002KW02";"479507";"971";"932";"39";"599";"0";"480106"
"1397";"PV31  ";"2002KW03";"480106";"594";"532";"62";"564";"0";"480670"
"1398";"PV31  ";"2002KW04";"480670";"1798";"1631";"167";"1566";"-286";"481950"
"1399";"PV31  ";"2002JJ00";"479130";"3800";"3520";"280";"3106";"-286";"481950"
"1400";"PV31  ";"2003KW01";"481950";"559";"498";"61";"265";"0";"482215"
"1401";"PV31  ";"2003KW02";"482215";"597";"554";"43";"247";"0";"482462"
"1402";"PV31  ";"2003KW03";"482462";"345";"314";"31";"274";"0";"482736"
"1403";"PV31  ";"2003KW04";"482736";"1488";"1351";"137";"1251";"4";"483991"
"1404";"PV31  ";"2003JJ00";"481950";"2989";"2717";"272";"2037";"4";"483991"
"1405";"PV31  ";"2004KW01";"483991";"470";"364";"106";"307";"0";"484298"
"1406";"PV31  ";"2004KW02";"484298";"577";"529";"48";"403";"0";"484701"
"1407";"PV31  ";"2004KW03";"484701";"869";"813";"56";"622";"0";"485323"
"1408";"PV31  ";"2004KW04";"485323";"1674";"1558";"116";"1169";"-287";"486205"
"1409";"PV31  ";"2004JJ00";"483991";"3590";"3264";"326";"2501";"-287";"486205"
"1410";"PV31  ";"2005KW01";"486205";"704";"616";"88";"553";"0";"486758"
"1411";"PV31  ";"2005KW02";"486758";"862";"743";"119";"753";"0";"487511"
"1412";"PV31  ";"2005KW03";"487511";"513";"404";"109";"361";"0";"487872"
"1413";"PV31  ";"2005KW04";"487872";"1831";"1687";"144";"1491";"-133";"489230"
"1414";"PV31  ";"2005JJ00";"486205";"3910";"3450";"460";"3158";"-133";"489230"
"1415";"PV31  ";"2006KW01";"489230";"799";"744";"55";"731";"0";"489961"
"1416";"PV31  ";"2006KW02";"489961";"1065";"570";"495";"731";"0";"490692"
"1417";"PV31  ";"2006KW03";"490692";"923";"646";"277";"718";"0";"491410"
"1418";"PV31  ";"2006KW04";"491410";"1878";"1705";"173";"1618";"-118";"492910"
"1419";"PV31  ";"2006JJ00";"489230";"4665";"3665";"1000";"3798";"-118";"492910"
"1420";"PV31  ";"2007KW01";"492910";"245";"178";"67";"91";"0";"493001"
"1421";"PV31  ";"2007KW02";"493001";"1007";"965";"42";"625";"0";"493626"
"1422";"PV31  ";"2007KW03";"493626";"1753";"1683";"70";"1389";"0";"495015"
"1423";"PV31  ";"2007KW04";"495015";"1889";"1781";"108";"1555";"-810";"495760"
"1424";"PV31  ";"2007JJ00";"492910";"4894";"4607";"287";"3660";"-810";"495760"
"1425";"PV31  ";"2008KW01";"497586";"762";"561";"201";"31";"0";"497617"
"1426";"PV31  ";"2008KW02";"497617";"636";"515";"121";"236";"0";"497853"
"1427";"PV31  ";"2008KW03";"497853";"1003";"947";"56";"919";"0";"498772"
"1428";"PV31  ";"2008KW04";"498772";"1525";"1403";"122";"1029";"-37";"499764"
"1429";"PV31  ";"2008JJ00";"497586";"3926";"3426";"500";"2215";"-37";"499764"
"1430";"PV31  ";"2009KW01";"499764";"902";"808";"94";"587";"0";"500351"
"1431";"PV31  ";"2009KW02";"500351";"430";"385";"45";"248";"0";"500599"
"1432";"PV31  ";"2009KW03";"500599";"837";"758";"79";"685";"0";"501284"
"1433";"PV31  ";"2009KW04";"501284";"2014";"1880";"134";"1600";"-156";"502728"
"1434";"PV31  ";"2009JJ00";"499764";"4183";"3831";"352";"3120";"-156";"502728"
"1435";"PV31  ";"2010KW01";"502728";"385";"317";"68";"232";"0";"502960"
"1436";"PV31  ";"2010KW02";"502960";"308";"277";"31";"225";"0";"503185"
"1437";"PV31  ";"2010KW03";"503185";"955";"841";"114";"684";"0";"503869"
"1438";"PV31  ";"2010KW04";"503869";"2076";"1883";"193";"1541";"69";"505479"
"1439";"PV31  ";"2010JJ00";"502728";"3724";"3318";"406";"2682";"69";"505479"
"1440";"PV31  ";"2011KW01";"505479";"187";"159";"28";"88";"0";"505567"
"1441";"PV31  ";"2011KW02";"505567";"369";"292";"77";"300";"0";"505867"
"1442";"PV31  ";"2011KW03";"505867";"634";"574";"60";"495";"0";"506362"
"1443";"PV31  ";"2011KW04";"506362";"1853";"1637";"216";"1486";"-203";"507646"
"1444";"PV31  ";"2011JJ00";"505479";"3043";"2662";"381";"2369";"-203";"507645"
