"ID";"Gebruiksfunctie";"RegioS";"Perioden";"BeginstandVoorraad_1";"Nieuwbouw_2";"OverigeToevoeging_3";"SaldoVoorraad_7";"EindstandVoorraad_8"
"75568";"A045364";"PV29  ";"2013MM07";"181437";"87";"129";"175";"181612"
"75569";"A045364";"PV29  ";"2013MM08";"181612";"40";"52";"5";"181617"
"75570";"A045364";"PV29  ";"2013MM09";"181617";"26";"279";"277";"181894"
"75571";"A045364";"PV29  ";"2013KW03";"181437";"153";"460";"457";"181894"
"75572";"A045364";"PV29  ";"2013MM10";"181894";"57";"74";"110";"182004"
"75573";"A045364";"PV29  ";"2013MM11";"182004";"117";"128";"113";"182117"
"75574";"A045364";"PV29  ";"2013MM12";"182117";"248";"79";"251";"182368"
"75575";"A045364";"PV29  ";"2013KW04";"181894";"422";"281";"474";"182368"
"75576";"A045364";"PV29  ";"2013JJ00";"180369";"866";"1762";"2000";"182368"
"75577";"A045364";"PV29  ";"2014MM01";"182368";"68";"120";"-131";"182237"
"75578";"A045364";"PV29  ";"2014MM02";"182237";"49";"50";"-30";"182207"
"75579";"A045364";"PV29  ";"2014MM03";"182207";"54";"33";"-11";"182196"
"75580";"A045364";"PV29  ";"2014KW01";"182368";"171";"203";"-172";"182196"
"75581";"A045364";"PV29  ";"2014MM04";"182196";"144";"58";"133";"182329"
"75582";"A045364";"PV29  ";"2014MM05";"182328";"43";"92";"-190";"182139"
"75583";"A045364";"PV29  ";"2014MM06";"182139";"57";"54";"82";"182221"
"75584";"A045364";"PV29  ";"2014KW02";"182196";"244";"204";"25";"182221"
"75585";"A045364";"PV29  ";"2014MM07";"182221";"52";"21";"-38";"182183"
"75586";"A045364";"PV29  ";"2014MM08";"182183";"98";"37";"99";"182282"
"75587";"A045364";"PV29  ";"2014MM09";"182282";"68";"44";"47";"182329"
"75588";"A045364";"PV29  ";"2014KW03";"182221";"218";"102";"108";"182329"
"75589";"A045364";"PV29  ";"2014MM10";"182329";"64";"201";"205";"182534"
"75590";"A045364";"PV29  ";"2014MM11";"182534";"84";"86";"106";"182640"
"75591";"A045364";"PV29  ";"2014MM12";"182640";"76";"49";"27";"182668"
"75592";"A045364";"PV29  ";"2014KW04";"182329";"224";"336";"338";"182668"
"75593";"A045364";"PV29  ";"2014JJ00";"182368";"857";"845";"299";"182668"
"75594";"A045364";"PV29  ";"2015MM01";"182668";"66";"31";"31";"182699"
"75595";"A045364";"PV29  ";"2015MM02";"182699";"94";"90";"120";"182819"
"75596";"A045364";"PV29  ";"2015MM03";"182819";"50";"46";"-2";"182817"
"75597";"A045364";"PV29  ";"2015KW01";"182668";"210";"167";"149";"182817"
"75598";"A045364";"PV29  ";"2015MM04";"182817";"78";"173";"150";"182967"
"75599";"A045364";"PV29  ";"2015MM05";"182967";"95";"14";"14";"182981"
"75600";"A045364";"PV29  ";"2015MM06";"182981";"86";"35";"59";"183040"
"75601";"A045364";"PV29  ";"2015KW02";"182817";"259";"222";"223";"183040"
"75602";"A045364";"PV29  ";"2015MM07";"183040";"83";"165";"156";"183196"
"75603";"A045364";"PV29  ";"2015MM08";"183196";"96";"16";"71";"183267"
"75604";"A045364";"PV29  ";"2015MM09";"183267";"48";"90";"102";"183369"
"75605";"A045364";"PV29  ";"2015KW03";"183040";"227";"271";"329";"183369"
"75606";"A045364";"PV29  ";"2015MM10";"183369";"65";"28";"42";"183411"
"75607";"A045364";"PV29  ";"2015MM11";"183411";"82";"29";"64";"183475"
"75608";"A045364";"PV29  ";"2015MM12";"183475";"146";"66";"136";"183611"
"75609";"A045364";"PV29  ";"2015KW04";"183369";"293";"123";"242";"183611"
"75610";"A045364";"PV29  ";"2015JJ00";"182668";"989";"783";"943";"183611"
"75611";"A045364";"PV29  ";"2016MM01";"183611";"51";"33";"-7";"183604"
"75612";"A045364";"PV29  ";"2016MM02";"183604";"93";"29";"83";"183687"
"75613";"A045364";"PV29  ";"2016MM03";"183687";"61";"122";"130";"183817"
"75614";"A045364";"PV29  ";"2016KW01";"183611";"205";"184";"206";"183817"
"75615";"A045364";"PV29  ";"2016MM04";"183817";"54";"16";"2";"183819"
"75616";"A045364";"PV29  ";"2016MM05";"183819";"43";"28";"34";"183853"
"75617";"A045364";"PV29  ";"2016MM06";"183853";"93";"19";"-9";"183844"
"75618";"A045364";"PV29  ";"2016KW02";"183817";"190";"63";"27";"183844"
"75619";"A045364";"PV29  ";"2016MM07";"183844";"106";"20";"107";"183951"
"75620";"A045364";"PV29  ";"2016MM08";"183951";"41";"63";"95";"184046"
"75621";"A045364";"PV29  ";"2016MM09";"184046";"91";"17";"34";"184080"
"75622";"A045364";"PV29  ";"2016KW03";"183844";"238";"100";"236";"184080"
"75623";"A045364";"PV29  ";"2016MM10";"184080";"107";"26";"46";"184126"
"75624";"A045364";"PV29  ";"2016MM11";"184126";"199";"22";"187";"184313"
"75625";"A045364";"PV29  ";"2016MM12";"184313";"134";"28";"41";"184354"
"75626";"A045364";"PV29  ";"2016KW04";"184080";"440";"76";"274";"184354"
"75627";"A045364";"PV29  ";"2016JJ00";"183611";"1073";"423";"743";"184354"
"75628";"A045364";"PV29  ";"2017MM01";"184354";"82";"30";"93";"184447"
"75629";"A045364";"PV29  ";"2017MM02";"184447";"43";"88";"71";"184518"
"75630";"A045364";"PV29  ";"2017MM03";"184518";"114";"87";"132";"184650"
"75631";"A045364";"PV29  ";"2017KW01";"184354";"239";"205";"296";"184650"
"75632";"A045364";"PV29  ";"2017MM04";"184650";"15";"15";"20";"184670"
"75633";"A045364";"PV29  ";"2017MM05";"184670";"115";"23";"82";"184752"
"75634";"A045364";"PV29  ";"2017MM06";"184752";"152";"39";"169";"184921"
"75635";"A045364";"PV29  ";"2017KW02";"184650";"282";"77";"271";"184921"
"75636";"A045364";"PV29  ";"2017MM07";"184921";"84";"18";"79";"185000"
"75637";"A045364";"PV29  ";"2017MM08";"185000";"85";"41";"-131";"184869"
"75638";"A045364";"PV29  ";"2017MM09";"184869";"74";"11";"4";"184873"
"75639";"A045364";"PV29  ";"2017KW03";"184921";"243";"70";"-48";"184873"
"75640";"A045364";"PV29  ";"2017MM10";"184873";"182";"21";"96";"184969"
"75641";"A045364";"PV29  ";"2017MM11";"184969";"67";"118";"86";"185055"
"75642";"A045364";"PV29  ";"2017MM12";"185055";"150";"77";"209";"185264"
"75643";"A045364";"PV29  ";"2017KW04";"184873";"399";"216";"391";"185264"
"75644";"A045364";"PV29  ";"2017JJ00";"184354";"1163";"568";"910";"185264"
"75645";"A045364";"PV29  ";"2018MM01";"185264";"84";"32";"78";"185342"
"75646";"A045364";"PV29  ";"2018MM02";"185342";"104";"34";"95";"185437"
"75647";"A045364";"PV29  ";"2018MM03";"185437";"62";"27";"67";"185504"
"75648";"A045364";"PV29  ";"2018KW01";"185264";"250";"93";"240";"185504"
"75649";"A045364";"PV29  ";"2018MM04";"185504";"49";"36";"-10";"185494"
"75650";"A045364";"PV29  ";"2018MM05";"185494";"95";"27";"86";"185580"
"75651";"A045364";"PV29  ";"2018MM06";"185580";"162";"46";"177";"185757"
"75652";"A045364";"PV29  ";"2018KW02";"185504";"306";"109";"253";"185757"
"75653";"A045364";"PV29  ";"2018MM07";"185757";"44";"20";"53";"185810"
"75654";"A045364";"PV29  ";"2018MM08";"185810";"96";"28";"90";"185900"
"75655";"A045364";"PV29  ";"2018MM09";"185900";"59";"28";"69";"185969"
"75656";"A045364";"PV29  ";"2018KW03";"185757";"199";"76";"212";"185969"
"75657";"A045364";"PV29  ";"2018MM10";"185969";"123";"34";"129";"186098"
"75658";"A045364";"PV29  ";"2018MM11";"186098";"151";"52";"159";"186257"
"75659";"A045364";"PV29  ";"2018MM12";"186257";"222";"25";"271";"186528"
"75660";"A045364";"PV29  ";"2018KW04";"185969";"496";"111";"559";"186528"
"75661";"A045364";"PV29  ";"2018JJ00";"185264";"1251";"389";"1264";"186528"
"75662";"A045364";"PV29  ";"2019MM01";"186528";"94";"23";"-6";"186522"
"75663";"A045364";"PV29  ";"2019MM02";"186522";"61";"20";"54";"186576"
"75664";"A045364";"PV29  ";"2019MM03";"186576";"68";"39";"64";"186640"
"75665";"A045364";"PV29  ";"2019KW01";"186528";"223";"82";"112";"186640"
"75666";"A045364";"PV29  ";"2019MM04";"186640";"112";"26";"118";"186758"
"75667";"A045364";"PV29  ";"2019MM05";"186758";"107";"34";"79";"186837"
"75668";"A045364";"PV29  ";"2019MM06";"186837";"82";"66";"143";"186980"
"75669";"A045364";"PV29  ";"2019KW02";"186640";"301";"126";"340";"186980"
"75670";"A045364";"PV29  ";"2019MM07";"186980";"140";"53";"80";"187060"
"75671";"A045364";"PV29  ";"2019MM08";"187060";"75";"26";"66";"187126"
"75672";"A045364";"PV29  ";"2019MM09";"187126";"115";"24";"92";"187218"
"75673";"A045364";"PV29  ";"2019KW03";"186980";"330";"103";"238";"187218"
"75674";"A045364";"PV29  ";"2019MM10";"187218";"108";"21";"102";"187320"
"75675";"A045364";"PV29  ";"2019MM11";"187320";"126";"34";"76";"187396"
"75676";"A045364";"PV29  ";"2019MM12";"187396";"281";"24";"215";"187611"
"75677";"A045364";"PV29  ";"2019KW04";"187218";"515";"79";"393";"187611"
"75678";"A045364";"PV29  ";"2019JJ00";"186528";"1369";"390";"1083";"187611"
"75679";"A045364";"PV29  ";"2020MM01";"187611";"134";"24";"-86";"187525"
"75680";"A045364";"PV29  ";"2020MM02";"187525";"132";"101";"91";"187616"
"75681";"A045364";"PV29  ";"2020MM03";"187616";"84";"28";"-30";"187586"
"75682";"A045364";"PV29  ";"2020KW01";"187611";"350";"153";"-25";"187586"
"75683";"A045364";"PV29  ";"2020MM04";"187586";"212";"36";"188";"187774"
"75684";"A045364";"PV29  ";"2020MM05";"187774";"58";"46";"-119";"187655"
"75685";"A045364";"PV29  ";"2020MM06";"187655";"134";"99";"225";"187880"
"75686";"A045364";"PV29  ";"2020KW02";"187586";"404";"181";"294";"187880"
"75687";"A045364";"PV29  ";"2020MM07";"187880";"183";"39";"159";"188039"
"75688";"A045364";"PV29  ";"2020MM08";"188039";"35";"8";"27";"188066"
"75689";"A045364";"PV29  ";"2020MM09";"188066";"104";"44";"95";"188161"
"75690";"A045364";"PV29  ";"2020KW03";"187880";"322";"91";"281";"188161"
"75691";"A045364";"PV29  ";"2020MM10";"188161";"209";"29";"215";"188376"
"75692";"A045364";"PV30  ";"2012MM01";"1050426";"336";"439";"393";"1050819"
"75693";"A045364";"PV30  ";"2012MM02";"1050819";"326";"636";"751";"1051570"
"75694";"A045364";"PV30  ";"2012MM03";"1051570";"363";"931";"1327";"1052897"
"75695";"A045364";"PV30  ";"2012KW01";"1050426";"1025";"2006";"2471";"1052897"
"75696";"A045364";"PV30  ";"2012MM04";"1052897";"536";"427";"757";"1053654"
"75697";"A045364";"PV30  ";"2012MM05";"1053654";"612";"214";"1035";"1054689"
"75698";"A045364";"PV30  ";"2012MM06";"1054689";"819";"222";"1087";"1055776"
"75699";"A045364";"PV30  ";"2012KW02";"1052897";"1967";"863";"2879";"1055776"
"75700";"A045364";"PV30  ";"2012MM07";"1055776";"679";"463";"912";"1056688"
"75701";"A045364";"PV30  ";"2012MM08";"1056688";"486";"732";"1077";"1057765"
"75702";"A045364";"PV30  ";"2012MM09";"1057765";"782";"489";"1025";"1058790"
"75703";"A045364";"PV30  ";"2012KW03";"1055776";"1947";"1684";"3014";"1058790"
"75704";"A045364";"PV30  ";"2012MM10";"1058790";"868";"446";"1050";"1059840"
"75705";"A045364";"PV30  ";"2012MM11";"1059840";"809";"240";"852";"1060692"
"75706";"A045364";"PV30  ";"2012MM12";"1060692";"1526";"147";"1695";"1062387"
"75707";"A045364";"PV30  ";"2012KW04";"1058790";"3203";"833";"3597";"1062387"
"75708";"A045364";"PV30  ";"2012JJ00";"1050426";"8142";"5386";"11961";"1062387"
"75709";"A045364";"PV30  ";"2013MM01";"1062387";"683";"423";"860";"1063247"
"75710";"A045364";"PV30  ";"2013MM02";"1063247";"471";"249";"595";"1063842"
"75711";"A045364";"PV30  ";"2013MM03";"1063842";"707";"225";"606";"1064448"
"75712";"A045364";"PV30  ";"2013KW01";"1062387";"1861";"897";"2061";"1064448"
"75713";"A045364";"PV30  ";"2013MM04";"1064448";"559";"466";"1144";"1065592"
"75714";"A045364";"PV30  ";"2013MM05";"1065592";"673";"581";"1086";"1066678"
"75715";"A045364";"PV30  ";"2013MM06";"1066678";"1045";"1520";"2393";"1069071"
"75716";"A045364";"PV30  ";"2013KW02";"1064448";"2277";"2567";"4623";"1069071"
"75717";"A045364";"PV30  ";"2013MM07";"1069071";"455";"1819";"1888";"1070959"
"75718";"A045364";"PV30  ";"2013MM08";"1070959";"954";"695";"1540";"1072499"
"75719";"A045364";"PV30  ";"2013MM09";"1072499";"828";"862";"1551";"1074050"
"75720";"A045364";"PV30  ";"2013KW03";"1069071";"2237";"3376";"4979";"1074050"
"75721";"A045364";"PV30  ";"2013MM10";"1074050";"947";"871";"1620";"1075670"
"75722";"A045364";"PV30  ";"2013MM11";"1075670";"1366";"441";"1833";"1077503"
"75723";"A045364";"PV30  ";"2013MM12";"1077503";"1094";"407";"1280";"1078783"
"75724";"A045364";"PV30  ";"2013KW04";"1074050";"3407";"1719";"4733";"1078783"
"75725";"A045364";"PV30  ";"2013JJ00";"1062387";"9782";"8559";"16396";"1078783"
"75726";"A045364";"PV30  ";"2014MM01";"1078783";"800";"461";"1108";"1079891"
"75727";"A045364";"PV30  ";"2014MM02";"1079891";"692";"242";"794";"1080685"
"75728";"A045364";"PV30  ";"2014MM03";"1080685";"471";"277";"586";"1081271"
"75729";"A045364";"PV30  ";"2014KW01";"1078783";"1963";"980";"2488";"1081271"
"75730";"A045364";"PV30  ";"2014MM04";"1081271";"948";"189";"806";"1082077"
"75731";"A045364";"PV30  ";"2014MM05";"1082077";"504";"166";"415";"1082492"
"75732";"A045364";"PV30  ";"2014MM06";"1082492";"539";"185";"488";"1082980"
"75733";"A045364";"PV30  ";"2014KW02";"1081271";"1991";"540";"1709";"1082980"
"75734";"A045364";"PV30  ";"2014MM07";"1082980";"786";"326";"808";"1083788"
"75735";"A045364";"PV30  ";"2014MM08";"1083788";"277";"169";"308";"1084096"
"75736";"A045364";"PV30  ";"2014MM09";"1084096";"540";"268";"540";"1084636"
"75737";"A045364";"PV30  ";"2014KW03";"1082980";"1603";"763";"1656";"1084636"
"75738";"A045364";"PV30  ";"2014MM10";"1084636";"581";"504";"928";"1085564"
"75739";"A045364";"PV30  ";"2014MM11";"1085564";"843";"344";"877";"1086441"
"75740";"A045364";"PV30  ";"2014MM12";"1086441";"770";"415";"975";"1087416"
"75741";"A045364";"PV30  ";"2014KW04";"1084636";"2194";"1263";"2780";"1087416"
"75742";"A045364";"PV30  ";"2014JJ00";"1078783";"7751";"3546";"8633";"1087416"
"75743";"A045364";"PV30  ";"2015MM01";"1087416";"317";"244";"246";"1087662"
"75744";"A045364";"PV30  ";"2015MM02";"1087662";"427";"148";"210";"1087872"
"75745";"A045364";"PV30  ";"2015MM03";"1087872";"760";"385";"739";"1088611"
"75746";"A045364";"PV30  ";"2015KW01";"1087416";"1504";"777";"1195";"1088611"
"75747";"A045364";"PV30  ";"2015MM04";"1088611";"455";"326";"509";"1089120"
"75748";"A045364";"PV30  ";"2015MM05";"1089120";"477";"706";"1035";"1090155"
"75749";"A045364";"PV30  ";"2015MM06";"1090155";"504";"551";"498";"1090653"
"75750";"A045364";"PV30  ";"2015KW02";"1088611";"1436";"1583";"2042";"1090653"
"75751";"A045364";"PV30  ";"2015MM07";"1090653";"565";"238";"667";"1091320"
"75752";"A045364";"PV30  ";"2015MM08";"1091320";"465";"528";"793";"1092113"
"75753";"A045364";"PV30  ";"2015MM09";"1092113";"633";"361";"810";"1092923"
"75754";"A045364";"PV30  ";"2015KW03";"1090653";"1663";"1127";"2270";"1092923"
"75755";"A045364";"PV30  ";"2015MM10";"1092923";"700";"260";"763";"1093686"
"75756";"A045364";"PV30  ";"2015MM11";"1093686";"727";"1345";"1423";"1095109"
"75757";"A045364";"PV30  ";"2015MM12";"1095109";"894";"550";"1290";"1096399"
"75758";"A045364";"PV30  ";"2015KW04";"1092923";"2321";"2155";"3476";"1096399"
"75759";"A045364";"PV30  ";"2015JJ00";"1087416";"6924";"5642";"8983";"1096399"
"75760";"A045364";"PV30  ";"2016MM01";"1096399";"557";"247";"537";"1096936"
"75761";"A045364";"PV30  ";"2016MM02";"1096936";"486";"394";"738";"1097674"
"75762";"A045364";"PV30  ";"2016MM03";"1097674";"391";"580";"627";"1098301"
"75763";"A045364";"PV30  ";"2016KW01";"1096399";"1434";"1221";"1902";"1098301"
"75764";"A045364";"PV30  ";"2016MM04";"1098301";"537";"276";"600";"1098901"
"75765";"A045364";"PV30  ";"2016MM05";"1098901";"443";"369";"594";"1099495"
"75766";"A045364";"PV30  ";"2016MM06";"1099495";"453";"259";"470";"1099965"
"75767";"A045364";"PV30  ";"2016KW02";"1098301";"1433";"904";"1664";"1099965"
"75768";"A045364";"PV30  ";"2016MM07";"1099965";"642";"340";"728";"1100693"
"75769";"A045364";"PV30  ";"2016MM08";"1100693";"441";"234";"122";"1100815"
"75770";"A045364";"PV30  ";"2016MM09";"1100815";"414";"401";"348";"1101163"
"75771";"A045364";"PV30  ";"2016KW03";"1099965";"1497";"975";"1198";"1101163"
"75772";"A045364";"PV30  ";"2016MM10";"1101163";"1205";"262";"1162";"1102325"
"75773";"A045364";"PV30  ";"2016MM11";"1102325";"853";"552";"952";"1103277"
"75774";"A045364";"PV30  ";"2016MM12";"1103277";"1046";"398";"1019";"1104296"
"75775";"A045364";"PV30  ";"2016KW04";"1101163";"3104";"1212";"3133";"1104296"
"75776";"A045364";"PV30  ";"2016JJ00";"1096399";"7468";"4312";"7897";"1104296"
"75777";"A045364";"PV30  ";"2017MM01";"1104296";"975";"344";"1145";"1105439"
"75778";"A045364";"PV30  ";"2017MM02";"1105439";"734";"327";"945";"1106384"
"75779";"A045364";"PV30  ";"2017MM03";"1106384";"550";"609";"860";"1107244"
"75780";"A045364";"PV30  ";"2017KW01";"1104296";"2259";"1280";"2950";"1107244"
"75781";"A045364";"PV30  ";"2017MM04";"1107244";"955";"324";"975";"1108219"
"75782";"A045364";"PV30  ";"2017MM05";"1108219";"794";"409";"1016";"1109235"
"75783";"A045364";"PV30  ";"2017MM06";"1109235";"1355";"252";"1513";"1110748"
"75784";"A045364";"PV30  ";"2017KW02";"1107244";"3104";"985";"3504";"1110748"
"75785";"A045364";"PV30  ";"2017MM07";"1110748";"1064";"421";"1340";"1112088"
"75786";"A045364";"PV30  ";"2017MM08";"1112088";"616";"331";"661";"1112749"
"75787";"A045364";"PV30  ";"2017MM09";"1112749";"463";"188";"397";"1113146"
"75788";"A045364";"PV30  ";"2017KW03";"1110748";"2143";"940";"2398";"1113146"
"75789";"A045364";"PV30  ";"2017MM10";"1113146";"718";"193";"743";"1113889"
"75790";"A045364";"PV30  ";"2017MM11";"1113889";"1212";"197";"1118";"1115007"
"75791";"A045364";"PV30  ";"2017MM12";"1115007";"1014";"276";"1095";"1116102"
"75792";"A045364";"PV30  ";"2017KW04";"1113146";"2944";"666";"2956";"1116102"
"75793";"A045364";"PV30  ";"2017JJ00";"1104296";"10450";"3871";"11808";"1116102"
"75794";"A045364";"PV30  ";"2018MM01";"1116102";"999";"268";"966";"1117068"
"75795";"A045364";"PV30  ";"2018MM02";"1117068";"703";"293";"764";"1117832"
"75796";"A045364";"PV30  ";"2018MM03";"1117832";"990";"290";"1056";"1118888"
"75797";"A045364";"PV30  ";"2018KW01";"1116102";"2692";"851";"2786";"1118888"
"75798";"A045364";"PV30  ";"2018MM04";"1118888";"929";"181";"908";"1119796"
"75799";"A045364";"PV30  ";"2018MM05";"1119796";"701";"296";"862";"1120658"
"75800";"A045364";"PV30  ";"2018MM06";"1120658";"925";"251";"1053";"1121711"
"75801";"A045364";"PV30  ";"2018KW02";"1118888";"2555";"728";"2823";"1121711"
"75802";"A045364";"PV30  ";"2018MM07";"1121711";"803";"296";"908";"1122619"
"75803";"A045364";"PV30  ";"2018MM08";"1122619";"564";"631";"1112";"1123731"
"75804";"A045364";"PV30  ";"2018MM09";"1123731";"742";"229";"870";"1124601"
"75805";"A045364";"PV30  ";"2018KW03";"1121711";"2109";"1156";"2890";"1124601"
"75806";"A045364";"PV30  ";"2018MM10";"1124601";"1274";"478";"1645";"1126246"
"75807";"A045364";"PV30  ";"2018MM11";"1126246";"1116";"326";"1239";"1127485"
"75808";"A045364";"PV30  ";"2018MM12";"1127485";"1332";"304";"1362";"1128847"
"75809";"A045364";"PV30  ";"2018KW04";"1124601";"3722";"1108";"4246";"1128847"
"75810";"A045364";"PV30  ";"2018JJ00";"1116102";"11078";"3843";"12745";"1128847"
"75811";"A045364";"PV30  ";"2019MM01";"1128847";"924";"198";"779";"1129626"
"75812";"A045364";"PV30  ";"2019MM02";"1129626";"753";"188";"807";"1130433"
"75813";"A045364";"PV30  ";"2019MM03";"1130433";"736";"315";"414";"1130847"
"75814";"A045364";"PV30  ";"2019KW01";"1128847";"2413";"701";"2000";"1130847"
"75815";"A045364";"PV30  ";"2019MM04";"1130847";"1309";"274";"1267";"1132114"
"75816";"A045364";"PV30  ";"2019MM05";"1132114";"762";"354";"888";"1133002"
"75817";"A045364";"PV30  ";"2019MM06";"1133002";"826";"158";"543";"1133545"
"75818";"A045364";"PV30  ";"2019KW02";"1130847";"2897";"786";"2698";"1133545"
"75819";"A045364";"PV30  ";"2019MM07";"1133545";"1023";"232";"888";"1134433"
"75820";"A045364";"PV30  ";"2019MM08";"1134433";"687";"195";"672";"1135105"
"75821";"A045364";"PV30  ";"2019MM09";"1135105";"1088";"214";"1168";"1136273"
"75822";"A045364";"PV30  ";"2019KW03";"1133545";"2798";"641";"2728";"1136273"
"75823";"A045364";"PV30  ";"2019MM10";"1136273";"1123";"229";"1294";"1137567"
"75824";"A045364";"PV30  ";"2019MM11";"1137567";"1494";"286";"1564";"1139131"
"75825";"A045364";"PV30  ";"2019MM12";"1139131";"1264";"349";"1480";"1140611"
"75826";"A045364";"PV30  ";"2019KW04";"1136273";"3881";"864";"4338";"1140611"
"75827";"A045364";"PV30  ";"2019JJ00";"1128847";"11989";"2992";"11764";"1140611"
"75828";"A045364";"PV30  ";"2020MM01";"1140611";"765";"176";"582";"1141193"
"75829";"A045364";"PV30  ";"2020MM02";"1141193";"580";"177";"649";"1141842"
"75830";"A045364";"PV30  ";"2020MM03";"1141842";"1015";"201";"1098";"1142941"
"75831";"A045364";"PV30  ";"2020KW01";"1140611";"2360";"554";"2329";"1142941"
"75832";"A045364";"PV30  ";"2020MM04";"1142941";"908";"200";"1019";"1143960"
"75833";"A045364";"PV30  ";"2020MM05";"1143960";"675";"163";"533";"1144493"
"75834";"A045364";"PV30  ";"2020MM06";"1144493";"903";"222";"896";"1145389"
"75835";"A045364";"PV30  ";"2020KW02";"1142941";"2486";"585";"2448";"1145389"
"75836";"A045364";"PV30  ";"2020MM07";"1145389";"1342";"276";"1379";"1146768"
"75837";"A045364";"PV30  ";"2020MM08";"1146768";"758";"217";"819";"1147587"
"75838";"A045364";"PV30  ";"2020MM09";"1147587";"684";"176";"742";"1148329"
"75839";"A045364";"PV30  ";"2020KW03";"1145389";"2784";"669";"2940";"1148329"
"75840";"A045364";"PV30  ";"2020MM10";"1148329";"991";"289";"1159";"1149488"
"75841";"A045364";"PV31  ";"2012MM01";"510026";"58";"908";"764";"510790"
"75842";"A045364";"PV31  ";"2012MM02";"510790";"246";"162";"188";"510978"
"75843";"A045364";"PV31  ";"2012MM03";"510978";"154";"314";"344";"511322"
"75844";"A045364";"PV31  ";"2012KW01";"510026";"458";"1384";"1296";"511322"
"75845";"A045364";"PV31  ";"2012MM04";"511322";"125";"293";"325";"511647"
"75846";"A045364";"PV31  ";"2012MM05";"511647";"114";"302";"68";"511715"
"75847";"A045364";"PV31  ";"2012MM06";"511715";"142";"275";"341";"512056"
"75848";"A045364";"PV31  ";"2012KW02";"511322";"381";"870";"734";"512056"
"75849";"A045364";"PV31  ";"2012MM07";"512056";"225";"400";"624";"512680"
"75850";"A045364";"PV31  ";"2012MM08";"512680";"248";"297";"433";"513113"
"75851";"A045364";"PV31  ";"2012MM09";"513113";"50";"83";"75";"513188"
"75852";"A045364";"PV31  ";"2012KW03";"512056";"523";"780";"1132";"513188"
"75853";"A045364";"PV31  ";"2012MM10";"513188";"262";"161";"348";"513536"
"75854";"A045364";"PV31  ";"2012MM11";"513536";"206";"168";"105";"513641"
"75855";"A045364";"PV31  ";"2012MM12";"513641";"248";"150";"388";"514029"
"75856";"A045364";"PV31  ";"2012KW04";"513188";"716";"479";"841";"514029"
"75857";"A045364";"PV31  ";"2012JJ00";"510026";"2078";"3513";"4003";"514029"
"75858";"A045364";"PV31  ";"2013MM01";"514029";"144";"246";"244";"514273"
"75859";"A045364";"PV31  ";"2013MM02";"514273";"131";"277";"239";"514512"
"75860";"A045364";"PV31  ";"2013MM03";"514512";"140";"648";"699";"515211"
"75861";"A045364";"PV31  ";"2013KW01";"514029";"415";"1171";"1182";"515211"
"75862";"A045364";"PV31  ";"2013MM04";"515211";"147";"237";"318";"515529"
"75863";"A045364";"PV31  ";"2013MM05";"515529";"142";"869";"663";"516192"
"75864";"A045364";"PV31  ";"2013MM06";"516192";"79";"931";"827";"517019"
"75865";"A045364";"PV31  ";"2013KW02";"515211";"368";"2037";"1808";"517019"
"75866";"A045364";"PV31  ";"2013MM07";"517019";"238";"643";"747";"517766"
"75867";"A045364";"PV31  ";"2013MM08";"517766";"62";"418";"377";"518143"
"75868";"A045364";"PV31  ";"2013MM09";"518143";"52";"1430";"1374";"519517"
"75869";"A045364";"PV31  ";"2013KW03";"517019";"352";"2491";"2498";"519517"
"75870";"A045364";"PV31  ";"2013MM10";"519517";"247";"494";"417";"519934"
"75871";"A045364";"PV31  ";"2013MM11";"519934";"359";"192";"404";"520338"
"75872";"A045364";"PV31  ";"2013MM12";"520338";"267";"152";"326";"520664"
"75873";"A045364";"PV31  ";"2013KW04";"519517";"873";"838";"1147";"520664"
"75874";"A045364";"PV31  ";"2013JJ00";"514029";"2008";"6537";"6635";"520664"
"75875";"A045364";"PV31  ";"2014MM01";"520664";"133";"109";"184";"520848"
"75876";"A045364";"PV31  ";"2014MM02";"520848";"180";"180";"197";"521045"
"75877";"A045364";"PV31  ";"2014MM03";"521045";"112";"77";"63";"521108"
"75878";"A045364";"PV31  ";"2014KW01";"520664";"425";"366";"444";"521108"
"75879";"A045364";"PV31  ";"2014MM04";"521108";"184";"212";"178";"521286"
"75880";"A045364";"PV31  ";"2014MM05";"521286";"112";"68";"160";"521446"
"75881";"A045364";"PV31  ";"2014MM06";"521446";"110";"72";"0";"521446"
"75882";"A045364";"PV31  ";"2014KW02";"521108";"406";"352";"338";"521446"
"75883";"A045364";"PV31  ";"2014MM07";"521446";"316";"95";"303";"521749"
"75884";"A045364";"PV31  ";"2014MM08";"521749";"97";"1681";"1395";"523144"
"75885";"A045364";"PV31  ";"2014MM09";"523144";"166";"137";"31";"523175"
"75886";"A045364";"PV31  ";"2014KW03";"521446";"579";"1913";"1729";"523175"
"75887";"A045364";"PV31  ";"2014MM10";"523175";"288";"137";"5";"523180"
"75888";"A045364";"PV31  ";"2014MM11";"523180";"223";"195";"39";"523219"
"75889";"A045364";"PV31  ";"2014MM12";"523219";"243";"140";"149";"523368"
"75890";"A045364";"PV31  ";"2014KW04";"523175";"754";"472";"193";"523368"
"75891";"A045364";"PV31  ";"2014JJ00";"520664";"2164";"3103";"2704";"523368"
"75892";"A045364";"PV31  ";"2015MM01";"523368";"98";"235";"141";"523509"
