"ID";"RegioS";"Perioden";"PrijsindexVerkoopprijzen_1";"OntwikkelingTOVVoorgaandePeriode_2";"OntwikkelingTOVEenJaarEerder_3";"VerkochteWoningen_4";"OntwikkelingTOVVoorgaandePeriode_5";"OntwikkelingTOVEenJaarEerder_6";"GemiddeldeVerkoopprijs_7";"TotaleWaardeVerkoopprijzen_8"
"2107";"PV31  ";"2006JJ00";"117.1";"3.1";"3.1";"12812";"-0.6";"-0.6";"201145";"2577"
"2108";"PV31  ";"2007KW01";"119.4";"1.3";"4";"2664";"-23.5";"-3.5";"206265";"549"
"2109";"PV31  ";"2007KW02";"119.4";"0";"1.5";"3039";"14.1";"-7.4";"203979";"620"
"2110";"PV31  ";"2007KW03";"120.9";"1.3";"2.4";"3211";"5.7";"-2.3";"211060";"678"
"2111";"PV31  ";"2007KW04";"119.5";"-1.1";"1.5";"3537";"10.2";"1.6";"206052";"729"
"2112";"PV31  ";"2007JJ00";"119.8";"2.3";"2.3";"12451";"-2.8";"-2.8";"206883";"2576"
"2113";"PV31  ";"2008KW01";"121.4";"1.5";"1.7";"2322";"-34.4";"-12.8";"210590";"489"
"2114";"PV31  ";"2008KW02";"119.7";"-1.4";"0.3";"2859";"23.1";"-5.9";"207190";"592"
"2115";"PV31  ";"2008KW03";"120.5";"0.7";"-0.4";"2792";"-2.3";"-13";"211468";"590"
"2116";"PV31  ";"2008KW04";"119.9";"-0.4";"0.3";"2805";"0.5";"-20.7";"206666";"580"
"2117";"PV31  ";"2008JJ00";"120.4";"0.5";"0.5";"10778";"-13.4";"-13.4";"208894";"2251"
"2118";"PV31  ";"2009KW01";"118.3";"-1.3";"-2.5";"1646";"-41.3";"-29.1";"201134";"331"
"2119";"PV31  ";"2009KW02";"114.9";"-2.9";"-4";"1822";"10.7";"-36.3";"195606";"356"
"2120";"PV31  ";"2009KW03";"113.5";"-1.2";"-5.8";"2116";"16.1";"-24.2";"195230";"413"
"2121";"PV31  ";"2009KW04";"113.1";"-0.4";"-5.7";"2332";"10.2";"-16.9";"196965";"459"
"2122";"PV31  ";"2009JJ00";"114.9";"-4.5";"-4.5";"7916";"-26.6";"-26.6";"197055";"1560"
"2123";"PV31  ";"2010KW01";"111.9";"-1";"-5.5";"1697";"-27.2";"3.1";"187846";"319"
"2124";"PV31  ";"2010KW02";"112.6";"0.6";"-2";"1815";"7";"-0.4";"199126";"361"
"2125";"PV31  ";"2010KW03";"113.4";"0.8";"0";"1945";"7.2";"-8.1";"198952";"387"
"2126";"PV31  ";"2010KW04";"111.2";"-2";"-1.7";"2201";"13.2";"-5.6";"194338";"428"
"2127";"PV31  ";"2010JJ00";"112.3";"-2.3";"-2.3";"7658";"-3.3";"-3.3";"195206";"1495"
"2128";"PV31  ";"2011KW01";"111.4";"0.2";"-0.4";"1613";"-26.7";"-5";"202491";"327"
"2129";"PV31  ";"2011KW02";"110.4";"-0.9";"-2";"1828";"13.3";"0.7";"196843";"360"
"2130";"PV31  ";"2011KW03";"109.4";"-0.9";"-3.6";"1843";"0.8";"-5.2";"201844";"372"
"2131";"PV31  ";"2011KW04";"108.1";"-1.2";"-2.8";"2092";"13.5";"-5";"192751";"403"
"2132";"PV31  ";"2011JJ00";"109.8";"-2.2";"-2.2";"7376";"-3.7";"-3.7";"198167";"1462"
"2133";"PV31  ";"2012KW01";"106.1";"-1.9";"-4.8";"1382";"-33.9";"-14.3";"193147";"267"
"2134";"PV31  ";"2012KW02";"104.6";"-1.4";"-5.2";"2112";"52.8";"15.5";"198227";"419"
"2135";"PV31  ";"2012KW03";"101";"-3.4";"-7.6";"1541";"-27";"-16.4";"176852";"273"
"2136";"PV31  ";"2012KW04";"100.7";"-0.3";"-6.8";"2523";"63.7";"20.6";"188957";"477"
"2137";"PV31  ";"2012JJ00";"103.1";"-6.1";"-6.1";"7558";"2.5";"2.5";"189845";"1435"
"2138";"PV31  ";"2013KW01";"98.5";"-2.2";"-7.1";"1378";"-45.4";"-0.3";"182989";"252"
"2139";"PV31  ";"2013KW02";"96";"-2.5";"-8.2";"1391";"0.9";"-34.1";"177174";"246"
"2140";"PV31  ";"2013KW03";"96.8";"0.8";"-4.2";"1854";"33.3";"20.3";"176755";"328"
"2141";"PV31  ";"2013KW04";"96.6";"-0.3";"-4.2";"2339";"26.2";"-7.3";"180786";"423"
"2142";"PV31  ";"2013JJ00";"97";"-5.9";"-5.9";"6962";"-7.9";"-7.9";"179427";"1249"
"2143";"PV31  ";"2014KW01";"97.3";"0.7";"-1.3";"1625";"-30.5";"17.9";"181769";"295"
"2144";"PV31  ";"2014KW02";"97.9";"0.6";"1.9";"1903";"17.1";"36.8";"184172";"350"
"2145";"PV31  ";"2014KW03";"98.8";"0.9";"2";"2281";"19.9";"23";"188832";"431"
"2146";"PV31  ";"2014KW04";"98.6";"-0.2";"2.2";"3246";"42.3";"38.8";"188338";"611"
"2147";"PV31  ";"2014JJ00";"98.1";"1.2";"1.2";"9055";"30.1";"30.1";"186408";"1688"
"2148";"PV31  ";"2015KW01";"98.8";"0.1";"1.6";"1808";"-44.3";"11.3";"183576";"332"
"2149";"PV31  ";"2015KW02";"99.5";"0.7";"1.6";"2332";"29";"22.5";"192183";"448"
"2150";"PV31  ";"2015KW03";"101.1";"1.6";"2.3";"2919";"25.2";"28";"193702";"565"
"2151";"PV31  ";"2015KW04";"100.7";"-0.4";"2.1";"3109";"6.5";"-4.2";"194605";"605"
"2152";"PV31  ";"2015JJ00";"100";"1.9";"1.9";"10168";"12.3";"12.3";"191829";"1951"
"2153";"PV31  ";"2016KW01";"101.9";"1.2";"3.1";"2281";"-26.6";"26.2";"193182";"441"
"2154";"PV31  ";"2016KW02";"103.3";"1.4";"3.8";"2801";"22.8";"20.1";"197114";"552"
"2155";"PV31  ";"2016KW03";"105.2";"1.9";"4.1";"3540";"26.4";"21.3";"202050";"715"
"2156";"PV31  ";"2016KW04";"106";"0.7";"5.3";"3739";"5.6";"20.3";"201621";"754"
"2157";"PV31  ";"2016JJ00";"104.1";"4.1";"4.1";"12361";"21.6";"21.6";"199165";"2462"
"2158";"PV31  ";"2017KW01";"107";"1";"5.1";"3129";"-16.3";"37.2";"207371";"649"
"2159";"PV31  ";"2017KW02";"108.2";"1.1";"4.8";"3522";"12.6";"25.7";"210789";"742"
"2160";"PV31  ";"2017KW03";"109.8";"1.5";"4.4";"3767";"7";"6.4";"215734";"813"
"2161";"PV31  ";"2017KW04";"111.4";"1.5";"5.2";"4257";"13";"13.9";"216273";"921"
"2162";"PV31  ";"2017JJ00";"109.1";"4.8";"4.8";"14675";"18.7";"18.7";"212920";"3125"
"2163";"PV31  ";"2018KW01";"114.4";"2.7";"6.9";"3186";"-25.2";"1.8";"221773";"707"
"2164";"PV31  ";"2018KW02";"116";"1.3";"7.2";"3229";"1.4";"-8.3";"226700";"732"
"2165";"PV31  ";"2018KW03";"119.1";"2.7";"8.4";"3479";"7.7";"-7.6";"230744";"803"
"2166";"PV31  ";"2018KW04";"120.6";"1.3";"8.2";"3611";"3.8";"-15.2";"236824";"855"
"2167";"PV31  ";"2018JJ00";"117.5";"7.7";"7.7";"13505";"-8";"-8";"229286";"3097"
"2168";"PV31  ";"2019KW01";"122.9";"2";"7.4";"2900";"-19.7";"-9";"239348";"694"
"2169";"PV31  ";"2019KW02";"124.7";"1.4";"7.5";"3270";"12.8";"1.3";"240927";"788"
"2170";"PV31  ";"2019KW03";"126.1";"1.2";"6";"3550";"8.6";"2";"245288";"871"
"2171";"PV31  ";"2019KW04";"128.7";"2";"6.7";"3690";"3.9";"2.2";"248595";"917"
"2172";"PV31  ";"2019JJ00";"125.6";"6.9";"6.9";"13410";"-0.7";"-0.7";"243850";"3270"
"2173";"PV31  ";"2020KW01";"132.1";"2.7";"7.5";"3132";"-15.1";"8";"260569";"816"
"2174";"PV31  ";"2020KW02";"133.9";"1.3";"7.3";"3469";"10.8";"6.1";"259132";"899"
"2175";"PV31  ";"2020KW03";"136.9";"2.3";"8.6";"4013";"15.7";"13";"268738";"1078"
